17815,11056673
29034,11056743
29042,11056751
29045,11056754
29047,11056756
29050,11056759
29053,11178222
30713,11299066
31578,11353931
31579,11353932
31582,11353935
32172,11228592
32174,11257719
34114,11438043
34116,11438045
34516,11444999
37407,11511335
48153,11532204
57000,11580865
57003,11580868
57006,11580871
57816,11602026
58836,11686857
59638,11696241
59661,11696251
59836,11710962
59901,11716797
60660,11737876
61000,11737874
61039,11747472
64502,11782286
64540,11801195
65041,11818027
65043,11818031
65045,11818036
65514,11835697
65515,11835692
65527,11846888
65542,11860608
65674,11825344
65676,11825347
79000,11879528
83852,11737900
83857,11737924
83858,11737926
96124,11737925
101376,11914161
101395,11943073
102323,11914160
111061,11960561
111183,11983043
113260,12019034
113263,11988109
113771,11952999
115849,12033987
116601,12079501
116603,12079502
122063,12162793
122084,12167174
125315,12133187
125317,12225613
125322,12225612
126208,12191432
126230,12204095
126240,12184809
128823,12207826
128825,12199910
128828,12220482
128832,12227833
130047,12366871
130212,12379156
134457,12398791
134459,12377105
134467,12398790
137251,11094499
137370,11737908
139995,12443533
140320,12515585
149375,12495435
149384,12473182
149437,12605721
149450,12590652
151601,12589712
152640,12657165
152643,12657163
153424,12709263
153535,12694632
153842,12453315
154095,12675949
154103,12718756
154110,12617745
154111,12617741
154113,12617742
154433,12716454
155630,12740037
161807,12812523
161814,12783624
165057,12823852
165058,12823855
165418,12747810
165437,12795812
166129,12756055
184375,12848902
184484,12908876
185312,12914665
194218,12892566
194256,12952549
194434,12956886
194710,12932301
194733,12919638
194858,12816549
194902,12734019
198281,12857352
200974,12964946
201020,12939169
212466,12956892
212555,13678427
222984,12948399
240084,13678426
240108,14594455
240109,14596683
269993,14613569
270000,14609434
270008,14613506
270027,14565854
270037,14577838
270049,14531932
270060,14507420
270093,14585107
270670,12793885
270671,12793884
270676,12793886
270679,12793889
270680,12793888
270720,12974973
270721,12974974
270723,12974980
280687,14614780
293436,14624699
293465,14624703
293467,14614782
305350,14629776
305354,14641923
305359,14633287
317323,14629775
317329,14680512
317344,14662011
317475,14715085
320489,14723798
320493,14687422
324567,14720302
333432,14713317
341454,14723792
343278,15005812
343287,14725717
368437,15028110
375530,15053839
387830,15102339
387833,15102335
387834,15102334
394324,15113451
394326,15035674
395837,15040805
400508,15070406
400510,15059282
400670,15084240
400741,15070418
404462,15090073
404467,15028119
406418,15070409
406425,15056388
415550,15043759
415557,15066200
419350,15128463
419358,15119959
419360,15140263
419363,15134583
419707,15132753
420030,15025782
420059,14975049
420060,14975051
420062,14975052
420256,15056389
420259,15117407
434504,15149550
434507,15198807
434512,15191616
441384,15191617
441396,15182379
441405,15151699
446197,15191618
449711,15222892
449719,15196307
449720,15222889
450295,15117415
459220,15214959
468670,15217515
468893,15153240
471553,15233841
471557,15238155
476737,15245580
481069,15251034
493270,15257756
497044,15265233
506781,15260882
509245,15283871
509247,15285783
509284,15283863
514552,15306031
514553,15310395
514561,15294021
514564,15301689
514707,15298714
515310,15331014
516034,15318946
516778,15315714
516782,15327694
517506,15347426
517718,15341667
517719,15345099
517724,15341662
517945,15353002
520743,15345098
520812,15363107
520823,15357870
520830,15380022
521193,15380031
521199,15046642
521491,15453911
521689,15377394
522805,15456516
522822,15453909
522835,15312215
522854,15312228
523838,15526045
523854,15453912
524176,15458571
524358,15461825
524376,15526058
524377,15526059
524494,15458569
524498,15473901
524502,15482599
524504,15450119
526215,15471552
526218,15456517
526256,15491494
526281,15469609
526282,15458566
526296,15456520
526774,15500695
527878,15488139
528729,15516262
529257,15500691
529259,15485574
529260,15469615
529262,15498107
529306,15522119
529423,15578105
529450,15496230
533884,15535881
534094,15533256
534096,15535882
534106,15541179
534787,15537429
534795,15548326
534797,15550166
534802,15546487
535337,15527500
535343,15530171
535543,15535887
535560,15538952
535900,15571635
535936,15569389
538286,15458570
538287,15566625
539050,15630469
539265,15588275
539267,15588296
539269,15581425
539272,15585061
539289,15581428
539354,15588309
539359,15588333
543453,15588305
544348,15619332
544583,15619331
544591,15588321
544593,15606916
544877,15601473
544890,15601479
545044,15638943
545936,15638942
545970,15601464
546190,15656907
546206,15651990
546286,15380045
547901,15649317
547907,15667657
547908,15777484
547916,15667660
548267,15659242
548268,15676064
548303,15667649
548505,15679893
548524,15647105
549028,15683545
549208,15649327
549522,15707494
549531,15710045
549587,15736995
550667,15717936
551598,15707491
552306,15717934
552311,15723704
553982,15723709
553993,15705206
554088,15727682
554761,15740629
554764,15730557
554979,15725351
554986,15745448
555589,15723700
555741,15743537
555845,15727687
555848,15780145
555957,15745452
1064097,15642168
1065065,15566594
1065067,15566590
1065097,15693968
1065317,15743471
1069669,15783262
1079830,15755330
1079844,15771782
1079862,15760468
1079897,15766390
1079899,15777475
1079941,15777483
1079947,15807890
1083417,15790409
1084249,15780139
1084356,15819987
1087200,15839740
1087479,15826316
1087493,15804355
1087494,15817130
1087849,15811188
1087854,15826314
1090576,15819974
1090579,15823212
1090586,15850497
1090597,15869707
1097728,15823204
1097745,15857519
1112616,15850486
1129022,15571637
1131894,15862127
1131903,15882458
1134663,15890074
1140754,15850494
1140947,15916468
1142259,15882468
1142326,15876347
1145186,15888205
1156911,15904514
1156914,15921508
1156915,15946379
1156929,15904528
1156940,15871736
1159172,15927063
1164417,15910687
1166577,15916703
1168905,15916709
1168907,15975149
1168908,15985171
1174938,15899030
1174954,15899049
1175098,15927054
1175844,15982421
1175849,15949043
1175879,15987391
1175882,15987394
1175883,15987393
1175885,15987395
1175887,15987398
1175894,15987403
1175930,15774040
1177937,15918897
1177948,15927060
1177952,15932638
1177989,15918902
1180427,15949047
1180440,16000178
1180446,15913458
1180449,15998467
1180454,16018819
1180459,15958163
1180474,15935090
1180475,15943872
1180854,15943866
1181814,15963239
1181817,15958159
1181876,16033307
1183196,16042786
1183223,16042796
1183236,16048650
1183245,15969759
1184090,15958169
1184091,15958173
1184227,16089501
1185535,15987523
1185537,15921511
1185565,16018807
1185566,16022729
1187893,15924620
1187924,16004610
1188073,16083511
1188076,16042771
1190172,16091137
1192804,15985169
1198251,16001982
1198254,16080791
1198257,16001979
1198258,16060962
1198259,16098233
1199622,16042790
1199626,16095529
1200429,15955241
1201139,16109160
1201142,16105178
1201146,16086839
1201148,16053527
1201156,16107221
1201174,16105170
1208877,16111487
1208895,16033646
1208942,16042793
1208953,16092961
1208954,16107215
1215485,16115312
1215489,16143048
1215493,16095532
1215497,16129028
1216327,16091146
1216330,16162034
1224857,16115324
1224872,16042774
1224873,16120227
1236926,16156892
1236937,16137323
1236951,16146573
1236960,16150142
1236961,16146572
1240050,16231975
1240310,11401762
1240403,11564611
1240446,11673125
1241131,12460817
1241178,11929743
1241430,12676601
1241771,14644671
1241834,14754579
1241955,15121504
1241961,15121510
1242045,11171519
1242224,16164746
1242225,16171525
1242228,16150147
1243240,16146574
1247379,15238279
1247613,15531434
1253473,15670429
1253654,15579408
1253762,15743725
1253766,15743729
1257553,15866769
1261533,16179089
1261536,16179086
1262556,16231970
1262758,16179085
1266024,16168057
1266033,16111499
1266352,16219105
1266379,16225683
1266387,16197557
1266388,16219098
1266400,16168062
1269433,16137340
1269435,16137344
1269448,16137346
1269449,16137351
1269452,16137355
1269457,16137354
1269459,16137357
1269463,16137356
1274273,15784148
1274275,15796779
1274281,17570749
1274303,16225697
1274327,16221311
1277826,16236177
1277850,16212675
1277929,16262450
1277945,15670436
1280340,16079070
1280398,16140624
1280926,16250910
1282590,16236163
1283153,16236169
1291370,16271149
1291379,16259639
1291385,16274480
1291405,16255784
1297576,16277681
1297581,16277690
1297588,16277693
1297608,16277715
1297614,16277711
1297615,16277712
1297617,16277714
1297619,16277716
1297624,16277704
1297634,16277705
1298305,16280089
1298312,16283925
1298318,16274475
1298328,16255781
1298335,16269090
1298337,16271155
1308854,16271153
1308867,16274485
1308868,16287509
1309618,16283926
1309620,16280073
1311735,16259626
1312310,16285880
1314890,16274477
1314893,16309554
1315334,16316459
1315342,16287499
1325232,16336695
1325272,16356186
1326200,16336673
