101376,COUNT,M,17
101395,COUNT,M,134
102323,COUNT,M,5
1064097,COUNT,M,50
1065065,COUNT,M,18
1065067,COUNT,M,43
1065097,COUNT,M,67
1065317,COUNT,M,165
1069669,COUNT,M,219
1079830,COUNT,M,25
1079844,COUNT,M,178
1079862,COUNT,M,175
1079897,COUNT,M,287
1079899,COUNT,M,227
1079941,COUNT,M,241
1079947,COUNT,M,166
1083417,COUNT,M,39
1084249,COUNT,M,42
1084356,COUNT,M,175
1087200,COUNT,M,38
1087479,COUNT,M,270
1087493,COUNT,M,68
1087494,COUNT,M,190
1087849,COUNT,M,348
1087854,COUNT,M,30
1090576,COUNT,M,56
1090579,COUNT,M,92
1090586,COUNT,M,213
1090597,COUNT,M,34
1097728,COUNT,M,26
1097745,COUNT,M,100
111061,COUNT,M,21
111183,COUNT,M,73
1112616,COUNT,M,261
1129022,COUNT,M,147
1131894,COUNT,M,150
1131903,COUNT,M,299
113260,COUNT,M,90
113263,COUNT,M,267
1134663,COUNT,M,17
113771,COUNT,M,67
1140754,COUNT,M,55
1140947,COUNT,M,57
1142259,COUNT,M,213
1142326,COUNT,M,60
1145186,COUNT,M,104
1156911,COUNT,M,96
1156914,COUNT,M,87
1156915,COUNT,M,105
1156929,COUNT,M,55
1156940,COUNT,M,64
115849,COUNT,M,3
1159172,COUNT,M,49
1164417,COUNT,M,150
116601,COUNT,M,25
116603,COUNT,M,96
1166577,COUNT,M,73
1168905,COUNT,M,103
1168907,COUNT,M,158
1168908,COUNT,M,59
1174938,COUNT,M,50
1174954,COUNT,M,27
1175098,COUNT,M,9
1175844,COUNT,M,135
1175849,COUNT,M,136
1175879,COUNT,M,59
1175882,COUNT,M,211
1175883,COUNT,M,103
1175885,COUNT,M,61
1175887,COUNT,M,9
1175894,COUNT,M,7
1175930,COUNT,M,36
1177937,COUNT,M,148
1177948,COUNT,M,46
1177952,COUNT,M,278
1177989,COUNT,M,137
1180427,COUNT,M,235
1180440,COUNT,M,137
1180446,COUNT,M,13
1180449,COUNT,M,14
1180454,COUNT,M,47
1180459,COUNT,M,146
1180474,COUNT,M,78
1180475,COUNT,M,43
1180854,COUNT,M,38
1181814,COUNT,M,6
1181817,COUNT,M,14
1181876,COUNT,M,22
1183196,COUNT,M,35
1183223,COUNT,M,272
1183236,COUNT,M,119
1183245,COUNT,M,120
1184090,COUNT,M,42
1184091,COUNT,M,17
1184227,COUNT,M,77
1185535,COUNT,M,112
1185537,COUNT,M,39
1185565,COUNT,M,132
1185566,COUNT,M,155
1187893,COUNT,M,124
1187924,COUNT,M,198
1188073,COUNT,M,46
1188076,COUNT,M,57
1190172,COUNT,M,146
1192804,COUNT,M,8
1198251,COUNT,M,134
1198254,COUNT,M,51
1198257,COUNT,M,61
1198258,COUNT,M,162
1198259,COUNT,M,122
1199622,COUNT,M,74
1199626,COUNT,M,205
1200429,COUNT,M,87
1201139,COUNT,M,247
1201142,COUNT,M,222
1201146,COUNT,M,70
1201148,COUNT,M,131
1201156,COUNT,M,114
1201174,COUNT,M,226
1208877,COUNT,M,202
1208895,COUNT,M,150
1208942,COUNT,M,196
1208953,COUNT,M,186
1208954,COUNT,M,13
1215485,COUNT,M,134
1215489,COUNT,M,27
1215493,COUNT,M,59
1215497,COUNT,M,84
1216327,COUNT,M,188
1216330,COUNT,M,23
122063,COUNT,M,52
122084,COUNT,M,49
1224857,COUNT,M,93
1224872,COUNT,M,66
1224873,COUNT,M,83
1236926,COUNT,M,7
1236937,COUNT,M,155
1236951,COUNT,M,190
1236960,COUNT,M,6
1236961,COUNT,M,85
1240050,COUNT,M,48
1240310,COUNT,M,67
1240403,COUNT,M,82
1240446,COUNT,M,89
1241131,COUNT,M,185
1241178,COUNT,M,51
1241430,COUNT,M,144
1241771,COUNT,M,8
1241834,COUNT,M,233
1241955,COUNT,M,43
1241961,COUNT,M,61
1242045,COUNT,M,50
1242224,COUNT,M,124
1242225,COUNT,M,195
1242228,COUNT,M,16
1243240,COUNT,M,62
1247379,COUNT,M,261
1247613,COUNT,M,89
125315,COUNT,M,128
125317,COUNT,M,35
125322,COUNT,M,210
1253473,COUNT,M,273
1253654,COUNT,M,271
1253762,COUNT,M,305
1253766,COUNT,M,11
1257553,COUNT,M,31
1261533,COUNT,M,249
1261536,COUNT,M,16
126208,COUNT,M,129
126230,COUNT,M,32
126240,COUNT,M,137
1262556,COUNT,M,56
1262758,COUNT,M,323
1266024,COUNT,M,4
1266033,COUNT,M,30
1266352,COUNT,M,85
1266379,COUNT,M,186
1266387,COUNT,M,153
1266388,COUNT,M,3
1266400,COUNT,M,20
1269433,COUNT,M,67
1269435,COUNT,M,85
1269448,COUNT,M,38
1269449,COUNT,M,261
1269452,COUNT,M,109
1269457,COUNT,M,50
1269459,COUNT,M,98
1269463,COUNT,M,16
1274273,COUNT,M,187
1274275,COUNT,M,104
1274281,COUNT,M,29
1274303,COUNT,M,138
1274327,COUNT,M,184
1277826,COUNT,M,104
1277850,COUNT,M,246
1277929,COUNT,M,94
1277945,COUNT,M,193
1280340,COUNT,M,61
1280398,COUNT,M,80
1280926,COUNT,M,88
1282590,COUNT,M,5
1283153,COUNT,M,9
128823,COUNT,M,205
128825,COUNT,M,25
128828,COUNT,M,14
128832,COUNT,M,220
1291370,COUNT,M,117
1291379,COUNT,M,171
1291385,COUNT,M,174
1291405,COUNT,M,74
1297576,COUNT,M,92
1297581,COUNT,M,197
1297588,COUNT,M,117
1297608,COUNT,M,166
1297614,COUNT,M,52
1297615,COUNT,M,23
1297617,COUNT,M,61
1297619,COUNT,M,90
1297624,COUNT,M,114
1297634,COUNT,M,37
1298305,COUNT,M,151
1298312,COUNT,M,125
1298318,COUNT,M,18
1298328,COUNT,M,84
1298335,COUNT,M,204
1298337,COUNT,M,122
130047,COUNT,M,189
130212,COUNT,M,189
1308854,COUNT,M,203
1308867,COUNT,M,49
1308868,COUNT,M,41
1309618,COUNT,M,150
1309620,COUNT,M,14
1311735,COUNT,M,23
1312310,COUNT,M,141
1314890,COUNT,M,109
1314893,COUNT,M,48
1315334,COUNT,M,143
1315342,COUNT,M,73
1325232,COUNT,M,100
1325272,COUNT,M,137
1326200,COUNT,M,8
1327669,COUNT,M,271
1334186,COUNT,M,70
1334191,COUNT,M,75
1334241,COUNT,M,45
1343580,COUNT,M,39
1343583,COUNT,M,54
134457,COUNT,M,281
134459,COUNT,M,245
134467,COUNT,M,76
1351193,COUNT,M,54
1352345,COUNT,M,43
1352351,COUNT,M,16
1352364,COUNT,M,109
1352374,COUNT,M,156
1352378,COUNT,M,101
1360671,COUNT,M,136
1361775,COUNT,M,102
1361795,COUNT,M,187
1363720,COUNT,M,126
1364520,COUNT,M,181
1367833,COUNT,M,86
1367836,COUNT,M,14
1368974,COUNT,M,140
1368976,COUNT,M,95
1368982,COUNT,M,140
1369001,COUNT,M,170
137251,COUNT,M,228
1373611,COUNT,M,77
1373664,COUNT,M,159
137370,COUNT,M,245
1374667,COUNT,M,101
1379641,COUNT,M,296
1379645,COUNT,M,150
1379653,COUNT,M,76
1382202,COUNT,M,243
1382224,COUNT,M,9
1382227,COUNT,M,42
1386666,COUNT,M,133
1386687,COUNT,M,140
1386704,COUNT,M,121
1386726,COUNT,M,187
1388207,COUNT,M,179
1389708,COUNT,M,45
1389847,COUNT,M,41
1395360,COUNT,M,188
1397818,COUNT,M,188
139995,COUNT,M,11
1402285,COUNT,M,147
1402287,COUNT,M,59
1402303,COUNT,M,77
1402306,COUNT,M,229
140320,COUNT,M,201
1403757,COUNT,M,171
1403758,COUNT,M,77
1410761,COUNT,M,15
1413547,COUNT,M,98
1413552,COUNT,M,59
1413988,COUNT,M,113
1413999,COUNT,M,124
1414001,COUNT,M,48
1414017,COUNT,M,101
1414018,COUNT,M,85
1414038,COUNT,M,158
1414040,COUNT,M,94
1414055,COUNT,M,78
1420296,COUNT,M,76
1420299,COUNT,M,170
1420300,COUNT,M,82
1420317,COUNT,M,126
1420338,COUNT,M,41
1421401,COUNT,M,33
1421402,COUNT,M,147
1421419,COUNT,M,9
1421423,COUNT,M,109
1431535,COUNT,M,11
1431554,COUNT,M,166
1434735,COUNT,M,156
1434755,COUNT,M,114
1434761,COUNT,M,205
1434781,COUNT,M,82
1434783,COUNT,M,65
1435748,COUNT,M,60
1435763,COUNT,M,51
1435779,COUNT,M,89
1435892,COUNT,M,15
1435906,COUNT,M,12
1440301,COUNT,M,123
1440784,COUNT,M,62
1440867,COUNT,M,56
1440870,COUNT,M,238
1440871,COUNT,M,54
1440872,COUNT,M,91
1448190,COUNT,M,48
1456976,COUNT,M,214
1458347,COUNT,M,44
1459107,COUNT,M,85
1459124,COUNT,M,56
1459128,COUNT,M,2
1459198,COUNT,M,285
1459867,COUNT,M,38
1464385,COUNT,M,30
1468422,COUNT,M,55
1469415,COUNT,M,93
1469503,COUNT,M,66
1470168,COUNT,M,171
1470393,COUNT,M,7
1471788,COUNT,M,160
1472695,COUNT,M,20
1473178,COUNT,M,33
1473179,COUNT,M,28
1474325,COUNT,M,112
1475568,COUNT,M,19
1475595,COUNT,M,162
1475841,COUNT,M,156
1475848,COUNT,M,26
1475863,COUNT,M,57
1475875,COUNT,M,12
1475887,COUNT,M,22
1479317,COUNT,M,73
1479326,COUNT,M,154
1479347,COUNT,M,194
1479378,COUNT,M,253
1479833,COUNT,M,220
1481565,COUNT,M,131
1481570,COUNT,M,95
1481613,COUNT,M,113
1483897,COUNT,M,3
1483908,COUNT,M,39
1488867,COUNT,M,37
1489927,COUNT,M,16
1489930,COUNT,M,11
149375,COUNT,M,74
149384,COUNT,M,37
149437,COUNT,M,224
149450,COUNT,M,259
1500954,COUNT,M,261
1501008,COUNT,M,245
1501013,COUNT,M,16
1501038,COUNT,M,124
1508149,COUNT,M,39
1508150,COUNT,M,2
1508152,COUNT,M,29
1508161,COUNT,M,37
1513247,COUNT,M,55
1513567,COUNT,M,93
1513579,COUNT,M,3
1513598,COUNT,M,41
151601,COUNT,M,96
1519093,COUNT,M,123
1519142,COUNT,M,41
1519354,COUNT,M,17
1519752,COUNT,M,147
1522015,COUNT,M,236
1522198,COUNT,M,15
1523329,COUNT,M,73
1524801,COUNT,M,116
1524812,COUNT,M,11
1524973,COUNT,M,103
1524987,COUNT,M,25
1525180,COUNT,M,101
152640,COUNT,M,180
152643,COUNT,M,98
1526456,COUNT,M,49
1526556,COUNT,M,35
1526573,COUNT,M,16
1526609,COUNT,M,10
1526611,COUNT,M,134
1526618,COUNT,M,64
1526638,COUNT,M,108
1532938,COUNT,M,57
1532970,COUNT,M,99
1533008,COUNT,M,28
1533009,COUNT,M,95
1533017,COUNT,M,264
1533022,COUNT,M,125
1533442,COUNT,M,39
1533466,COUNT,M,2
1533865,COUNT,M,147
1533891,COUNT,M,36
153424,COUNT,M,27
153535,COUNT,M,42
153842,COUNT,M,68
1538591,COUNT,M,12
1538605,COUNT,M,9
1538610,COUNT,M,231
1538611,COUNT,M,42
1538612,COUNT,M,69
154095,COUNT,M,67
154103,COUNT,M,109
154110,COUNT,M,2
154111,COUNT,M,107
154113,COUNT,M,78
1543618,COUNT,M,186
1543627,COUNT,M,209
1543643,COUNT,M,21
1544329,COUNT,M,29
154433,COUNT,M,137
1550238,COUNT,M,159
1550259,COUNT,M,1
1550405,COUNT,M,133
1550589,COUNT,M,25
1550594,COUNT,M,71
1550596,COUNT,M,58
1550608,COUNT,M,81
1550617,COUNT,M,268
1550618,COUNT,M,78
1550620,COUNT,M,12
1550621,COUNT,M,23
1550628,COUNT,M,103
1550629,COUNT,M,2
1550632,COUNT,M,30
1550633,COUNT,M,68
1550641,COUNT,M,301
1550679,COUNT,M,66
1550681,COUNT,M,8
1550814,COUNT,M,94
1550826,COUNT,M,58
1550842,COUNT,M,16
1550871,COUNT,M,36
1550875,COUNT,M,168
1550898,COUNT,M,133
1550910,COUNT,M,59
1550930,COUNT,M,6
1550935,COUNT,M,187
1550941,COUNT,M,28
1550955,COUNT,M,0
1550956,COUNT,M,82
1550966,COUNT,M,207
1551992,COUNT,M,128
1551997,COUNT,M,160
1552030,COUNT,M,2
1552065,COUNT,M,224
1553435,COUNT,M,6
1553446,COUNT,M,37
1553473,COUNT,M,87
1555583,COUNT,M,200
1555594,COUNT,M,44
1555596,COUNT,M,108
1555599,COUNT,M,178
155630,COUNT,M,182
1557723,COUNT,M,75
1557729,COUNT,M,116
1557739,COUNT,M,174
1557850,COUNT,M,12
1559635,COUNT,M,74
1559636,COUNT,M,125
1559722,COUNT,M,96
1560120,COUNT,M,67
1560156,COUNT,M,65
1560381,COUNT,M,31
1562412,COUNT,M,150
1562427,COUNT,M,167
1562436,COUNT,M,102
1562437,COUNT,M,48
1562443,COUNT,M,10
1563969,COUNT,M,25
1564415,COUNT,M,62
1564427,COUNT,M,198
1566323,COUNT,M,307
1566339,COUNT,M,50
1566413,COUNT,M,262
1566427,COUNT,M,134
1566563,COUNT,M,66
1566568,COUNT,M,56
1566572,COUNT,M,156
1566580,COUNT,M,63
1566587,COUNT,M,72
1566626,COUNT,M,108
1566627,COUNT,M,78
